course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
119765,13,SE 153 - Concepts of Compiler Design,SE 153,SE,"Theoretical aspects of compiler design, including parsing context free languages, lexical analysis, translation specification and machine-independent code generation. Programming projects to demonstrate design topics.",3 unit(s),Letter Graded,C-,"CS 47 or CMPE 102, CS 146, and CS 154 (with a grade of \u201cC-\u201d or better in each); Computer Science, Applied and Computational Math or Software Engineering majors only; or instructor consent.",,,,,Upper,
119766,13,SE 154 - Formal Languages and Computability,SE 154,SE,"Finite automata, context-free languages, Turing machines, computability.",3 unit(s),Letter Graded,C-,"MATH 42 or MATH 42X and CS 46B (with a grade of \u201cC-\u201d or better in each); Allowed Declared Majors: Computer Science, Applied and Computational Mathematics, or Software Engineering. Or instructor consent.",,,,,Upper,
119767,13,SE 155 - Introduction to the Design and Analysis of Algorithms,SE 155,SE,"Algorithm design techniques: dynamic programming, greedy algorithms, Euclidean and extended Euclidean algorithms, Discrete and Fast Fourier transforms. Analysis of algorithms, intractable problems and NP-completeness. Additional topics selected from: selection algorithms and adversary arguments, approximation algorithms, parallel algorithms, and randomized algorithms.",3 unit(s),Letter Graded,C-,CS 146 (with a grade of \u201cC-\u201d or better) or instructor consent.,,,,,Upper,
119768,13,SE 156 - Introduction to Artificial Intelligence,SE 156,SE,"Basic concepts and techniques of artificial intelligence: problem solving, search, deduction, intelligent agents, knowledge representation. Topics chosen from logic programming, game playing, planning, machine learning, natural language, neural nets, robotics.",3 unit(s),Letter Graded,C-,CS 146 and either CS 151 or CMPE 135 (with a grade of \u201cC-\u201d or better in each); or instructor consent.,,,,,Upper,
119769,13,SE 157B - Database Management Systems II,SE 157B,SE,"Survey course. Object-oriented data model, definition language, query language. Object relational database systems. Database trends like active, temporal, multimedia, deductive databases. Web database topics, namely, architectures, introduction to interface languages. Team projects.",3 unit(s),Letter Graded,C-,"CS 157A (with a grade of \u201cC-\u201d or better); Computer Science, Applied and Computational Math, Forensic Science: Digital Evidence, or Software Engineering Majors only; or instructor consent.",,,,,Upper,
119770,13,SE 158B - Computer Network Management,SE 158B,SE,"Principles and technologies of network management: reference models, functions (fault, configuration, performance, security and accounting management), management information, communication protocols, integration, and assessment. Network security and cyber defense: cryptography, key distribution, authentication protocols, network attacks, access control, and example systems.",3 unit(s),Letter Graded,C-,"CS 158A or CMPE 148 (with a grade of \u201cC-\u201d or better), or instructor consent",,,,,Upper,
119771,13,SE 174 - Server-side Web Programming,SE 174,SE,"Development and deployment of multi-tier web-based applications. Introduction to HTML, XML, enterprise design patterns, web services and database access.",3 unit(s),Letter Graded,C-,"CS 46B (with a grade of \u201cC-\u201d or better); Computer Science, Applied and Computational Math, or Software Engineering Majors only.",,,,,Upper,
119772,13,SE 135 - Object-Oriented Analysis and Design,SE 135,SE,"Feasibility analysis and system requirements determination, object-oriented design methodology, and information systems design using object-oriented modeling techniques. Emphasis on both theoretical and practical aspects of object-oriented systems analysis and design. Team-based design project.",3 unit(s),Letter Graded,C-,For SE Majors: CS 46B or for others CMPE 126. See SJSU Catalog for detail list of prerequisites,,,,,Upper,
119773,13,SE 163 - Introduction to Computer Graphics and Augmented Reality,SE 163,SE,"Introduction to 2D and 3D vector and pixel graphics, 2D and 3D transformations, world to viewer transformation pipeline, perspective projection, hidden line and surface removal, decoration algorithm and texture mapping, integration of pixel graphics and augmented reality, and hands-on laboratories.",3 unit(s),Letter Graded,C-,CMPE 127; ENGR 100W; MATH 33LA or MATH 39 or EE 112.,ENGR 100W,,,,Upper,
119774,13,SE 180 - Individual Studies,SE 180,SE,Individual work in computer engineering.,1-3 unit(s),Credit/No Credit,C-,Upper division standing and instructor consent. Not available to Open University Students.,,,,,Upper,
119775,13,SE 137 - Wireless Mobile Software Engineering,SE 137,SE,"Mobility analysis, design principles, techniques, and methods for software systems on a variety of wireless and mobile Internet based computing and communication platforms, such as advanced pocket/tablet PCs, GPS, Bluetooth, Infrared, Wi-Fi, and RFID. Design multi-disciplined mobile project.",3 unit(s),Letter Graded,C-,CMPE 131. Computer Engineering or Software Engineering Majors Only.,,,,,Upper,
119776,13,SE 139 - Fundamentals of Data Mining,SE 139,SE,"Introduction to data management and data mining, data preprocessing, OLAP and data warehousing, frequent pattern mining and association rules, clustering, classification, web mining, web search, recommender systems, social network analysis.",3 unit(s),Letter Graded,C-,CMPE 126 or CS 146 (with C- or better). Computer Engineering or Software Engineering Majors Only.,,,,,Upper,
119777,13,SE 188 - Machine Learning for Big Data,SE 188,SE,"Introduction to machine learning and pattern recognition for big data analytics; machine learning concepts, theories, approaches, algorithms, and big data analytic applications; supervised learning unsupervised learning and learning theory.",3 unit(s),Letter Graded,C-,CMPE 126 or CS 146,,,,,Upper,
119778,13,SE 192 - International Program Studies,SE 192,SE,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-12 unit(s),Mixed Grading,C-,,,,,,Upper,
119779,13,ENVS 100W - Environmental Research and Writing,ENVS 100W,ENVS,"Advanced research and writing skills for future environmental professionals. Focus on issues, literature and challenges associated with environmental writing. Emphasis on writing for technical and general audiences.",3 unit(s),Letter Graded,C-,A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; satisfaction of Writing Skills Test or completion of ENGL 100A / LLD 100A with C or better; and upper division standing. Or Graduate or Postbaccalaureate level.,,,,Writing in the Disciplines (WID).,Upper,Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
119780,13,SMPD 281B - Clinical Development Seminar II,SMPD 281B,SMPD,Current practices for medical product development and the clinical and regulatory pathways required for approval in the USA; including non-clinical study design and GMP process. Emphasis on oral and written communication. Presentations from experts in the field.,2 unit(s),Letter Graded,C-,Admission to the Medical Product Development Management program and completion of SMPD 281A.,,,Lecture 2 hour/Activity 4 hours.,,Upper,
119781,13,"SMPD 283A - Regulatory Affairs I, Biopharmaceutical",SMPD 283A,SMPD,"Provide foundational knowledge of the pharmaceutical, biotechnology and biomedical industries with focus on company organization, product development and commercialization-associated activities such as chemical synthesis, device prototyping, quality assurance, regulatory affairs, manufacturing, control, marketing, and post-marketing surveillance.",3 unit(s),Letter Graded,C-,,,,,,Upper,
119782,13,SMPD 283B - Regulatory Affairs II Device-Diagnostics,SMPD 283B,SMPD,"Overview of laws and regulations enforced by the US Food and Drug Administration (FDA) and other Regulatory Agencies as they relate to biotechnology, medical device and diagnostic industries",3 unit(s),Letter Graded,C-,Admission to the MPDM program.,,,,,Upper,
119783,13,SMPD 287 - Informatics in Drug and Device Development,SMPD 287,SMPD,"Provides business and regulatory perspectives on electronic information technologies, processes and standards in the conduct of clinical trials. Special emphasis: data collection, clinical trial &amp; data management randomization and drug supply, statistical processes, safety databases and electronic regulatory submission, electronic records and signatures, sys validation processes, and data standards.",3 unit(s),Letter Graded,C-,Admission to the MPDM program and completion of SMPD 286.,,,,,Upper,
119784,13,SMPD 286 - Statistical Methods in Clinical Trials,SMPD 286,SMPD,Overview of statistical methods used in the design and interpretation of clinical trials of drugs and medical devices.,3 unit(s),Letter Graded,C-,Admission to the MPDM program.,,,,,Upper,
119785,13,SMPD 289B - Clinical Trials Seminar II,SMPD 289B,SMPD,Capstone course of the MPDM program,3 unit(s),Letter Graded,C-,Admission to MPDM program.,,,,,Upper,
